,Facility_City,Facility_State,Procedure_Heart_Attack_Cost,Procedure_Heart_Failure_Cost,Rating_Overall,Procedure_Pneumonia_Quality,Procedure_Pneumonia_Cost,Rating_Mortality,Rating_Safety,Rating_Readmission,Rating_Experience,Rating_Effectiveness,Rating_Timeliness,Procedure_Pneumonia_Value,Procedure_Heart_Failure_Value
199,Bastrop,LA,0.0,15643.0,2.0,2.0,15974.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,2.0
200,Batavia,NY,24088.0,15468.0,2.0,1.0,16389.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0
201,Batavia,OH,24160.0,16279.0,4.0,2.0,19023.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0
202,Batesville,AR,25729.0,17069.0,3.0,2.0,17858.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
203,Batesville,IN,0.0,16355.0,5.0,2.0,18094.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
204,Batesville,MS,0.0,15379.0,2.0,2.0,17929.0,1.0,-1.0,0.0,1.0,1.0,2.0,2.0,2.0
205,Bath,NY,0.0,0.0,3.0,2.0,15059.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
206,Baton Rouge,LA,11666.833333333334,8290.833333333334,1.3333333333333333,0.5,8911.666666666666,-0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.16666666666666666,0.0,0.5,0.5
207,Batte Mtn,NV,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
208,Battle Creek,MI,23532.0,15777.0,4.0,2.0,17977.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
209,Baudette,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
210,Baxley,GA,0.0,0.0,4.0,2.0,15012.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,-1.0
211,Bay City,MI,24036.0,18502.0,3.0,2.0,17033.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0
212,Bay City,TX,25108.0,17893.0,3.0,2.0,20418.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
213,Bay Minette,AL,0.0,13737.0,2.0,2.0,15115.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0
214,Bay Saint Louis,MS,0.0,16235.0,4.0,2.0,16967.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
215,Bay Shore,NY,25972.0,19127.0,2.0,1.0,17586.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0
216,Bay Springs,MS,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
217,Bayamon,PR,5213.25,7723.5,-0.5,0.5,7599.5,-0.5,-0.5,-0.25,-1.0,-0.5,-0.75,0.25,0.25
218,Bayonne,NJ,24864.0,17497.0,2.0,2.0,18377.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0
219,Baytown,TX,12544.0,9225.0,1.0,0.5,9926.0,0.0,0.0,0.5,-0.5,0.0,-0.5,1.0,1.0
220,Bda Nueva,PR,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
221,Beachwood,OH,22052.0,16066.0,4.0,3.0,17254.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
222,Beatrice,NE,0.0,17120.0,4.0,2.0,15912.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
223,Beaufort,SC,20795.0,14020.0,3.0,2.0,15951.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0
224,Beaumont,TX,25704.5,17287.0,2.5,2.0,19534.5,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0
225,Beaver,OK,0.0,0.0,-1.0,2.0,21236.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
226,Beaver,PA,25097.0,18209.0,3.0,2.0,19695.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0
227,Beaver,UT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
228,Beaver Creek,OH,24466.0,17810.0,4.0,2.0,19336.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0
229,Beaver Dam,WI,0.0,16081.0,3.0,2.0,17310.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
230,Beckley,WV,24968.5,16855.5,2.0,2.0,17687.0,1.5,0.0,0.5,0.0,1.0,0.0,2.0,2.0
231,Bedford,IN,0.0,15910.5,4.0,2.0,17289.0,1.0,-1.0,1.0,0.5,1.0,1.5,2.0,2.0
232,Bedford,TX,25015.0,18790.0,3.0,2.0,18796.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0
233,Bedford,VA,0.0,14803.0,3.0,2.0,16936.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,1.0
234,Beeville,TX,0.0,16279.0,2.0,2.0,20739.0,1.0,-1.0,1.0,1.0,1.0,1.0,3.0,2.0
235,Bel Air,MD,23509.0,17049.0,4.0,2.0,16337.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0
236,Belcourt,ND,0.0,0.0,-1.0,2.0,11863.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
237,Belfast,ME,23125.0,18101.0,3.0,2.0,18081.0,1.0,-1.0,0.0,2.0,1.0,-1.0,2.0,2.0
238,Bellaire,OH,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
239,Belle Glade,FL,0.0,15098.0,2.0,2.0,17680.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
240,Bellefontaine,OH,0.0,17336.0,3.0,2.0,18807.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
241,Belleville,IL,21806.0,16197.0,2.0,1.0,19041.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0
242,Belleville,KS,0.0,17638.0,3.0,2.0,20002.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,3.0,2.0
243,Belleville,NJ,26003.0,19798.0,4.0,2.0,20487.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
244,Bellevue,NE,25098.0,17810.0,2.0,2.0,14879.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0
245,Bellevue,OH,0.0,17046.0,4.0,2.0,14328.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0
246,Bellevue,WA,23133.0,13978.0,4.0,2.0,15746.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
247,Bellingham,WA,22610.0,15770.0,4.0,2.0,16172.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0
248,Bellville,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
249,Belmond,IA,0.0,17749.0,5.0,2.0,20368.0,-1.0,-1.0,1.0,2.0,1.0,2.0,3.0,2.0
250,Beloit,KS,0.0,16635.0,3.0,2.0,17187.0,1.0,-1.0,0.0,2.0,-1.0,2.0,2.0,2.0
251,Beloit,WI,24977.0,15703.0,2.0,1.0,15353.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0
252,Belton,MO,0.0,16228.0,3.0,2.0,17270.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
253,Bemidji,MN,22054.0,15581.0,2.0,2.0,15481.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
254,Bend,OR,22607.0,15466.0,4.0,2.0,16652.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0
255,Benkelman,NE,0.0,0.0,-1.0,2.0,19063.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
256,Bennington,VT,21888.0,15537.0,4.0,2.0,16190.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
257,Bensalem,PA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0
258,Benson,AZ,0.0,0.0,4.0,2.0,12167.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,-1.0
259,Benson,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,1.0,-1.0,-1.0
260,Benton,AR,23424.0,16113.0,1.0,2.0,16240.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
261,Benton,IL,0.0,17907.0,3.0,2.0,15410.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,2.0
262,Benton,KY,0.0,16364.0,4.0,2.0,17390.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
263,Berea,KY,0.0,15386.0,4.0,2.0,17406.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,2.0,2.0
264,Berkeley,CA,22701.0,17881.0,3.0,2.0,17686.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0
265,Berkeley Springs,WV,0.0,0.0,3.0,2.0,18689.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
266,Berlin,MD,24157.0,16595.0,4.0,2.0,17806.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
267,Berlin,NH,23749.0,15998.0,4.0,2.0,15758.0,1.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0
268,Berlin,WI,0.0,15158.0,4.0,2.0,14971.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
269,Bernice,LA,0.0,0.0,-1.0,2.0,25750.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,-1.0
270,Berryville,AR,0.0,15141.0,2.0,2.0,15343.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,2.0
271,Berwick,PA,21880.0,15771.0,2.0,2.0,17286.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0
272,Berwyn,IL,26174.0,17712.0,2.0,1.0,18616.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0
273,Bessemer,AL,23781.0,15513.0,3.0,2.0,17445.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0
274,Bethany,MO,0.0,0.0,-1.0,2.0,21814.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0
275,Bethel,AK,0.0,15154.0,3.0,2.0,11547.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,2.0
276,Bethesda,MD,21367.0,17223.0,4.0,2.0,17170.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0
277,Bethlehem,PA,14206.666666666666,11000.0,2.0,1.0,11206.333333333334,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.0
278,Bethpage,NY,27141.0,18868.0,1.0,2.0,19093.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0
279,Bettendorf,IA,24109.0,16409.0,3.0,2.0,18850.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0
280,Beverly,MA,24510.0,17160.0,3.0,3.0,18560.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0
281,Biddeford,ME,23902.0,15462.0,2.0,2.0,16229.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
282,Big Bear Lake,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
283,Big Lake,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
284,Big Rapids,MI,0.0,16139.0,4.0,2.0,17203.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
285,Big Sandy,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
286,Big Sky,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
287,Big Spring,TX,22775.0,17909.0,2.0,2.0,16482.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0
288,Big Stone Gap,VA,21398.0,16633.0,3.0,2.0,17493.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0
289,Big Timber,MT,0.0,0.0,-1.0,2.0,17616.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
290,Bigfork,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
291,Billings,MT,24172.5,16189.5,4.0,2.0,16366.0,0.5,1.5,2.0,2.0,1.0,1.0,1.5,2.0
292,Biloxi,MS,0.0,16371.0,2.0,2.0,17775.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
293,Binghamton,NY,20337.0,14610.5,2.0,2.0,15370.5,0.5,1.0,2.0,0.0,1.0,0.5,1.0,1.0
294,Birmingham,AL,17404.75,12511.875,1.625,1.375,13412.25,0.625,0.25,0.25,0.5,0.625,0.25,1.375,1.125
295,Bisbee,AZ,0.0,0.0,3.0,2.0,15942.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
296,Bishop,CA,0.0,0.0,3.0,2.0,19646.0,1.0,-1.0,1.0,1.0,1.0,-1.0,2.0,-1.0
297,Bismarck,ND,22046.0,15546.5,2.0,2.0,16922.5,1.0,0.0,1.0,0.0,1.0,1.5,2.0,1.5
298,Black River Falls,WI,0.0,15336.0,3.0,2.0,14377.0,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,2.0
299,Blackfoot,ID,0.0,7401.0,1.0,0.5,6704.5,0.0,-1.0,0.5,0.0,0.0,-1.0,0.0,0.5
300,Blacksburg,VA,26018.0,16495.0,3.0,2.0,16379.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0
301,Blackwell,OK,0.0,17529.0,3.0,2.0,14273.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
302,Blair,NE,0.0,17163.0,3.0,2.0,18118.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,2.0
303,Blairsville,GA,21933.0,13122.0,4.0,2.0,15186.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
304,Blakely,GA,0.0,0.0,-1.0,2.0,19440.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0
305,Blanding,UT,0.0,0.0,-1.0,2.0,12186.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
306,Bloomer,WI,0.0,19421.0,4.0,2.0,21768.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,3.0,2.0
307,Bloomfield,IA,0.0,16272.0,-1.0,2.0,17287.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
308,Bloomington,IL,22324.0,14863.0,4.0,2.0,16444.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
309,Bloomington,IN,11841.5,17223.0,4.0,2.0,17909.5,0.0,2.0,2.0,0.5,1.0,1.5,2.5,2.0
310,Bloomsburg,PA,0.0,15718.0,4.0,2.0,14648.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
311,Blountstown,FL,0.0,16669.0,-1.0,2.0,17929.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
312,Blue Earth,MN,0.0,0.0,-1.0,-1.0,16842.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,-1.0,-1.0
313,Blue Hill,ME,0.0,17759.0,4.0,2.0,18553.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,2.0
314,Blue Island,IL,24426.0,15220.0,2.0,2.0,18239.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
315,Blue Ridge,GA,0.0,16666.0,2.0,1.0,16793.0,1.0,-1.0,0.0,1.0,1.0,1.0,2.0,2.0
316,Blue Springs,MO,24350.0,16374.0,4.0,3.0,18528.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0
317,Bluefield,WV,23449.0,14671.0,3.0,2.0,16074.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0
318,Bluffton,IN,0.0,15685.0,3.0,2.0,16124.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
319,Bluffton,OH,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
320,Blythe,CA,0.0,0.0,2.0,2.0,18698.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,2.0,-1.0
321,Blytheville,AR,0.0,17066.0,2.0,2.0,15279.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,2.0
322,Boardman,OH,23251.0,16966.0,3.0,2.0,19491.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0
323,Boaz,AL,22579.0,15819.0,1.0,1.0,15614.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
324,Boca Raton,FL,24478.0,19240.5,1.5,2.5,16665.5,1.5,0.5,0.0,0.0,1.0,0.5,1.5,3.0
325,Bogalusa,LA,0.0,17040.0,3.0,2.0,20861.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0
326,Boise,ID,14048.333333333334,10150.333333333334,2.6666666666666665,1.0,11430.666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666
327,Boise City,OK,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
328,Bolingbrook,IL,23003.0,17110.0,2.0,2.0,17805.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
329,Bolivar,MO,22804.0,16121.0,2.0,1.0,17599.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
330,Bonham,TX,0.0,17998.0,-1.0,2.0,20254.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,2.0
331,Bonifay,FL,0.0,16836.0,-1.0,2.0,19274.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,2.0
332,Bonne Terre,MO,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
333,Bonners Ferry,ID,0.0,0.0,-1.0,2.0,15490.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
334,Boone,IA,0.0,15502.0,2.0,2.0,16791.0,1.0,-1.0,0.0,1.0,-1.0,1.0,2.0,2.0
335,Boone,NC,23117.0,16686.0,4.0,2.0,16344.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
336,Booneville,AR,0.0,0.0,-1.0,2.0,21189.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,3.0,-1.0
337,Booneville,MS,0.0,15711.0,3.0,1.0,15715.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
338,Boonville,IN,0.0,0.0,3.0,2.0,16235.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
339,Boonville,MO,0.0,15405.0,3.0,2.0,13790.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
340,Borger,TX,0.0,15412.0,3.0,2.0,17298.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,2.0
341,Boscobel,WI,0.0,0.0,3.0,2.0,17862.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
342,Boston,MA,15391.363636363636,10455.0,2.272727272727273,1.2727272727272727,11058.181818181818,0.7272727272727273,1.0,0.0,1.0909090909090908,0.5454545454545454,0.0,0.7272727272727273,0.8181818181818182
343,Bottineau,ND,0.0,0.0,4.0,2.0,18893.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
344,Boulder,CO,27525.0,17983.0,3.0,2.0,17143.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
345,Boulder City,NV,0.0,0.0,2.0,1.0,19050.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,2.0,-1.0
346,Bountiful,UT,22945.0,16678.0,5.0,2.0,18800.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
347,Bowdle,SD,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
348,Bowling Green,KY,23143.5,16516.0,2.0,2.0,17344.0,1.0,1.0,0.0,1.0,1.0,1.0,2.5,2.0
349,Bowling Green,OH,0.0,15751.0,3.0,2.0,15927.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0
350,Bowman,ND,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
351,Boynton Beach,FL,25557.0,20539.0,3.0,2.0,18925.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0
352,Bozeman,MT,22556.0,16059.0,4.0,2.0,16803.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0
353,Bradenton,FL,23515.666666666668,17680.666666666668,2.0,1.6666666666666667,17572.666666666668,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335
354,Bradford,PA,22416.0,16262.0,2.0,1.0,17150.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0
355,Brady,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
356,Brainerd,MN,22346.0,15235.0,4.0,2.0,16363.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
357,Brandon,FL,23102.0,17728.0,2.0,2.0,18521.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
358,Brandon,MS,0.0,16271.0,3.0,2.0,16786.0,1.0,-1.0,0.0,0.0,1.0,2.0,2.0,2.0
359,Branford,CT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
360,Branson,MO,24641.0,17696.0,3.0,2.0,19132.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0
361,Brattleboro,VT,23851.0,15742.0,3.0,2.0,15596.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
362,Brawley,CA,25363.0,16477.0,2.0,2.0,17208.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
363,Brazil,IN,0.0,18144.0,3.0,2.0,20721.0,1.0,-1.0,1.0,-1.0,1.0,1.0,3.0,2.0
364,Breaux Bridge,LA,0.0,0.0,-1.0,2.0,19241.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
365,Breckenridge,MN,0.0,15749.0,3.0,2.0,14472.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
366,Breckenridge,TX,0.0,0.0,3.0,2.0,14347.0,-1.0,-1.0,2.0,-1.0,0.0,2.0,1.0,-1.0
367,Breese,IL,0.0,16410.0,4.0,2.0,16959.0,1.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0
368,Bremen,GA,0.0,0.0,4.0,2.0,20107.0,-1.0,-1.0,1.0,2.0,1.0,2.0,3.0,-1.0
369,Bremen,IN,0.0,0.0,-1.0,2.0,19392.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
370,Bremerton,WA,24357.0,18346.0,3.0,2.0,18404.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
371,Brenham,TX,0.0,16122.0,3.0,2.0,16131.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
372,Brevard,NC,24847.0,15680.0,4.0,2.0,16322.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
373,Brewster,WA,0.0,0.0,-1.0,2.0,17536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
374,Brewton,AL,23399.0,15482.0,3.0,1.0,16410.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
375,Brick,NJ,27093.0,19918.0,4.0,2.0,19693.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
376,Bridgeport,CT,23436.5,18346.0,1.0,2.5,19124.0,1.5,0.0,0.0,0.0,1.0,0.0,3.0,2.5
377,Bridgeport,NE,0.0,0.0,-1.0,2.0,15277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
378,Bridgeport,WV,21895.0,16093.0,4.0,2.0,16359.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
379,Bridgeton,MO,23930.0,17608.0,2.0,2.0,19299.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0
380,Bridgton,ME,0.0,17408.0,4.0,2.0,16854.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
381,Brigham City,UT,0.0,0.0,4.0,2.0,17120.0,-1.0,-1.0,2.0,1.0,1.0,2.0,2.0,-1.0
382,Brighton,CO,23897.0,16387.0,4.0,2.0,15335.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
383,Brighton,MA,13790.0,9180.5,0.5,1.0,9182.0,0.5,0.5,-0.5,-0.5,0.0,-0.5,0.5,1.0
384,Brighton,MI,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
385,Bristol,CT,22923.0,17511.0,3.0,2.0,17798.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0
386,Bristol,PA,24774.0,18464.0,3.0,2.0,19875.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0
387,Bristol,TN,22841.0,16251.0,1.0,2.0,16838.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
388,Bristow,OK,0.0,0.0,3.0,2.0,15027.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,1.0,-1.0
389,Britt,IA,0.0,16454.0,3.0,2.0,17213.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
390,Britton,SD,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
391,Brockton,MA,24608.5,17849.5,2.5,2.0,19019.5,2.0,1.0,0.0,0.5,1.0,0.0,3.0,2.5
392,Broken Arrow,OK,0.0,15184.0,5.0,2.0,17171.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
393,Broken Bow,NE,0.0,15136.0,4.0,2.0,14065.0,1.0,-1.0,2.0,-1.0,1.0,2.0,1.0,2.0
394,Bronx,NY,15735.666666666666,12726.5,1.1666666666666667,2.1666666666666665,17194.0,0.8333333333333334,0.5,0.0,0.0,0.3333333333333333,0.0,2.0,1.3333333333333333
395,Brookfield,MO,0.0,16252.0,-1.0,2.0,18138.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0
396,Brookhaven,MS,0.0,17003.0,2.0,2.0,17978.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0
397,Brookings,SD,0.0,13839.0,4.0,2.0,12945.0,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,1.0
398,Brooklyn,NY,21467.666666666668,16789.166666666668,1.3333333333333333,2.1666666666666665,18177.416666666668,1.3333333333333333,0.4166666666666667,0.0,0.0,0.75,0.0,2.4166666666666665,2.0833333333333335
399,Brooksville,FL,23318.5,17194.0,1.5,1.5,19916.5,0.5,1.0,0.0,0.0,1.5,1.0,3.0,2.5
